CAM	participantCAM	id	text	value	comment	date	x_pos	y_pos	predefinedConcept	isDraggable	isDeletable	isTextChangeable	isActive	text_summarized
63dd8ee9-cb8a-4af2-83b0-093bbcf89372	5c37aa8b832a8400010983b3	59560c22-3197-448b-9b0a-aafbc5cd3515	Melting polar ice	-2	Meting of the Artic an and Antaritic ice caps 	2023-12-10T14:20:01Z	958.4	396.6	FALSE	1	1	1	TRUE	global warming_negative
63dd8ee9-cb8a-4af2-83b0-093bbcf89372	5c37aa8b832a8400010983b3	8ef58951-bd40-4077-9099-5a9c49c83d9d	Stronger storms	-2	"WOrse hurricanes, and other storms
"	2023-12-10T14:21:06Z	400.4	659.6	FALSE	1	1	1	TRUE	natural disaster_negative
63dd8ee9-cb8a-4af2-83b0-093bbcf89372	5c37aa8b832a8400010983b3	e9730057-707c-4c22-afdd-ce662681ac6f	increased drought	-3	Mega-drought in California etc.	2023-12-10T14:21:53Z	690.4	127.6	FALSE	1	1	1	TRUE	natural disaster_negative
63dd8ee9-cb8a-4af2-83b0-093bbcf89372	5c37aa8b832a8400010983b3	ba73df2d-c7b6-44fb-a537-a924c473b896	expanison of deserts	-3		2023-12-10T14:22:31Z	423.4	145.6	FALSE	1	1	1	TRUE	destruction of the environment_negative
63dd8ee9-cb8a-4af2-83b0-093bbcf89372	5c37aa8b832a8400010983b3	1bd1f784-1da6-4d7c-b6c7-34515e8684c2	Threatened food suply	-3	Changes to the weather rain patterns as well as soil erosion. change growing season 	2023-12-10T14:23:29Z	426.4	425.6	FALSE	1	1	1	TRUE	danger to humanity_negative
63dd8ee9-cb8a-4af2-83b0-093bbcf89372	5c37aa8b832a8400010983b3	d78bbcfc-04b3-4463-9e0c-6ee59fba1134	Militarization of border	10	Along with technologies like sea walls that build reliance, rich counties will seek to keep out those effected my climate change	2023-12-10T14:24:52Z	98.4	609.6	FALSE	1	1	1	TRUE	social consequences_ambivalent
63dd8ee9-cb8a-4af2-83b0-093bbcf89372	5c37aa8b832a8400010983b3	b2df31e0-21dc-4e00-a087-b3c29e98ddf7	resilance techology	10	Sea walls, and other aspects that seek to mitigate the effects of climate change and make places livable	2023-12-10T14:26:18Z	832.4	692.6	FALSE	1	1	1	TRUE	green technologies_ambivalent
63dd8ee9-cb8a-4af2-83b0-093bbcf89372	5c37aa8b832a8400010983b3	88c7d721-2b6e-410c-b7db-ab1f642fdb72	Extereme heat	-2	Cites in the arab penusla are supposed to be 120 in the summer in the next decadeds 	2023-12-10T14:27:16Z	647.4	551.6	FALSE	1	1	1	TRUE	natural disaster_negative
63dd8ee9-cb8a-4af2-83b0-093bbcf89372	5c37aa8b832a8400010983b3	910794d3-60cc-4459-9ff9-18db32a127d8	green energy	2	We will move from fosil fules to green energy 	2023-12-10T14:28:30Z	1067.4	257.6	FALSE	1	1	1	TRUE	green technologies_positive
63dd8ee9-cb8a-4af2-83b0-093bbcf89372	5c37aa8b832a8400010983b3	8ce36509-cce7-46bf-8c46-91de4f094810	Innovation	1	"There is human inventiveness that can be used to try to work to solve the provlem
"	2023-12-10T14:29:27Z	952.4	521.6	FALSE	1	1	1	TRUE	green technologies_positive
63dd8ee9-cb8a-4af2-83b0-093bbcf89372	5c37aa8b832a8400010983b3	4a67f566-aa59-4719-9799-fb2c61c212d7	Explotation of REM	-3	Much of the current green tech uses rare earth mineral that are still deeply extractive	2023-12-10T14:30:26Z	1065.4	139.6	FALSE	1	1	1	TRUE	green technologies_negative
63dd8ee9-cb8a-4af2-83b0-093bbcf89372	5c37aa8b832a8400010983b3	5eedfcbe-1c67-4cbf-ac74-28eb2dfe6eed	Carbon capture	10	Humans could develop means to capture carbon or other green house gasses	2023-12-10T14:32:00Z	1160.4	621.6	FALSE	1	1	1	TRUE	green technologies_ambivalent
63dd8ee9-cb8a-4af2-83b0-093bbcf89372	5c37aa8b832a8400010983b3	a921f90e-bfea-4e16-a3d5-c079fe841f9d	extinction event	-3	CUrrently species at or above previous extinction events 	2023-12-10T14:34:05Z	251.4	596.6	FALSE	1	1	1	TRUE	destruction of the environment_negative
63dd8ee9-cb8a-4af2-83b0-093bbcf89372	5c37aa8b832a8400010983b3	a5509692-3a8c-4cdf-ad07-7666dd12accf	Coral reif bleaching	-3	I don't know that I undertstand why it's happening, but I am aware that it is happening	2023-12-10T14:35:28Z	570.4	143.6	FALSE	1	1	1	TRUE	destruction of the environment_negative
20bd861f-1d87-4e61-913e-d024b09f8319	59296fb2e8a7ff000163f033	f44e0416-0f13-49c3-b710-14ca37660bc2	Climate Change	-2		2023-12-10T14:16:15Z	650	400	TRUE	0	0	0	TRUE	Climate Change_negative
20bd861f-1d87-4e61-913e-d024b09f8319	59296fb2e8a7ff000163f033	8e5f823b-4b95-4406-9689-97be2a065478	Caused by humans	-2		2023-12-10T14:16:57Z	783.4	426.6	FALSE	1	1	1	TRUE	man made_negative
20bd861f-1d87-4e61-913e-d024b09f8319	59296fb2e8a7ff000163f033	2fa18e88-fe17-4e60-b7a5-76377b2e738f	Caused by nature	-1		2023-12-10T14:18:20Z	508.4	488.6	FALSE	1	1	1	TRUE	natural process_negative
20bd861f-1d87-4e61-913e-d024b09f8319	59296fb2e8a7ff000163f033	ffcba48e-9969-42e3-97f6-e29356c7ee46	caused by business	-2		2023-12-10T14:18:54Z	992.4	105.6	FALSE	1	1	1	TRUE	economy_negative
20bd861f-1d87-4e61-913e-d024b09f8319	59296fb2e8a7ff000163f033	96223383-0067-45e3-9542-e358faeae0ab	caused by greed	-2		2023-12-10T14:19:17Z	1141.4	321.6	FALSE	1	1	1	TRUE	criticism_negative
20bd861f-1d87-4e61-913e-d024b09f8319	59296fb2e8a7ff000163f033	1685fca9-ac64-440f-bfc6-53fc9010ae70	natural temperature fluxuations	-1		2023-12-10T14:19:49Z	364.4	599.6	FALSE	1	1	1	TRUE	natural process_negative
20bd861f-1d87-4e61-913e-d024b09f8319	59296fb2e8a7ff000163f033	80ee80f7-1177-49d3-b8f7-6871dc5b6bea	Methane release	-1		2023-12-10T14:20:18Z	340.4	484.6	FALSE	1	1	1	TRUE	scientific explanation_negative
20bd861f-1d87-4e61-913e-d024b09f8319	59296fb2e8a7ff000163f033	848c9f22-266f-4d82-b5fe-66d80e8592d9	caused by cars	-1		2023-12-10T14:20:56Z	1172.4	475.6	FALSE	1	1	1	TRUE	man made_negative
20bd861f-1d87-4e61-913e-d024b09f8319	59296fb2e8a7ff000163f033	6b447b48-e236-4717-aea7-3e9fbe17a14c	caused by factories	-1		2023-12-10T14:21:10Z	1197.4	65.6	FALSE	1	1	1	TRUE	man made_negative
20bd861f-1d87-4e61-913e-d024b09f8319	59296fb2e8a7ff000163f033	764ac289-8f4b-4907-93cd-dfbe3ae236b3	caused by planes	-1		2023-12-10T14:22:28Z	1121.4	613.6	FALSE	1	1	1	TRUE	man made_negative
20bd861f-1d87-4e61-913e-d024b09f8319	59296fb2e8a7ff000163f033	983920b5-fcdd-4e60-be2f-e587bcc5a9c8	Helped by policy	2		2023-12-10T14:23:11Z	649.4	229.6	FALSE	1	1	1	TRUE	political measures against climate change_positive
20bd861f-1d87-4e61-913e-d024b09f8319	59296fb2e8a7ff000163f033	941207cd-5780-4a1d-90be-9ece6a38d233	Carbon quotas	2		2023-12-10T14:23:30Z	524.4	91.6	FALSE	1	1	1	TRUE	political measures against climate change_positive
20bd861f-1d87-4e61-913e-d024b09f8319	59296fb2e8a7ff000163f033	5784111b-005e-46cc-8236-4fd14e14b414	Eating less meat	2		2023-12-10T14:23:58Z	476.4	293.6	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
20bd861f-1d87-4e61-913e-d024b09f8319	59296fb2e8a7ff000163f033	f8939c15-bb91-4337-be60-c387c0199372	Developing meat alternatives	1		2023-12-10T14:24:11Z	304.4	142.6	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
20bd861f-1d87-4e61-913e-d024b09f8319	59296fb2e8a7ff000163f033	5f87c6aa-7cde-401d-9bbd-fccd3c3cef5e	helped by educating	1		2023-12-10T14:24:37Z	782.4	223.6	FALSE	1	1	1	TRUE	environmental consciousness_positive
6f267ccd-2e85-464d-98c9-0312b9a43ab8	5b0d1b8e444cef0001ca66ac	6f828e41-4dd1-4589-b5b2-fc5517ed55d5	Climate Change	0		2023-12-10T14:51:42Z	650	400	TRUE	0	0	0	TRUE	Climate Change_neutral
6f267ccd-2e85-464d-98c9-0312b9a43ab8	5b0d1b8e444cef0001ca66ac	ab100c6b-fb0c-4f93-aef1-5919512131c7	Cause confusion	10		2023-12-10T14:52:05Z	723.4	304.6	FALSE	1	1	1	TRUE	rest_ambivalent
6f267ccd-2e85-464d-98c9-0312b9a43ab8	5b0d1b8e444cef0001ca66ac	1e9ae810-ef36-49ca-872e-e1a7b5e39788	Human	-1		2023-12-10T14:52:51Z	665.4	204.6	FALSE	1	1	1	TRUE	man made_negative
6f267ccd-2e85-464d-98c9-0312b9a43ab8	5b0d1b8e444cef0001ca66ac	94050133-b780-488b-ab90-cc0505f8da81	Natural process	10		2023-12-10T14:53:03Z	838.4	201.6	FALSE	1	1	1	TRUE	natural process_ambivalent
6f267ccd-2e85-464d-98c9-0312b9a43ab8	5b0d1b8e444cef0001ca66ac	d778e146-1b3a-4e72-8ff7-0b3af4130ef6	Harmful	1		2023-12-10T14:54:03Z	757.4	498.6	FALSE	1	1	1	TRUE	negative emotions_positive
6f267ccd-2e85-464d-98c9-0312b9a43ab8	5b0d1b8e444cef0001ca66ac	4450417f-37c1-43e4-8274-8b199eaf728e	Increased temperature	-2		2023-12-10T14:54:26Z	893.4	454.6	FALSE	1	1	1	TRUE	global warming_negative
6f267ccd-2e85-464d-98c9-0312b9a43ab8	5b0d1b8e444cef0001ca66ac	b1b688d0-2c5c-468e-bf6a-5e826c7fc797	Harms agriculture	-2		2023-12-10T14:54:46Z	936.4	366.6	FALSE	1	1	1	TRUE	impact on agriculture_negative
6f267ccd-2e85-464d-98c9-0312b9a43ab8	5b0d1b8e444cef0001ca66ac	e926cd11-1251-4cf1-b1e7-593c77098068	Weather disasters	-3		2023-12-10T14:55:07Z	1057.4	503.6	FALSE	1	1	1	TRUE	natural disaster_negative
6f267ccd-2e85-464d-98c9-0312b9a43ab8	5b0d1b8e444cef0001ca66ac	1d2654a2-7f59-4af5-a2e8-0958c8195bb1	Inevitable?	10		2023-12-10T14:55:51Z	436.4	379.6	FALSE	1	1	1	TRUE	inevitable_ambivalent
6f267ccd-2e85-464d-98c9-0312b9a43ab8	5b0d1b8e444cef0001ca66ac	e82b6bff-ca8a-45c9-8029-b25df606a006	Earth reset	10		2023-12-10T14:56:10Z	283.4	468.6	FALSE	1	1	1	TRUE	rest_ambivalent
6f267ccd-2e85-464d-98c9-0312b9a43ab8	5b0d1b8e444cef0001ca66ac	9ff49c3b-c854-4126-833c-eb39935e1c87	Increased living costs	-2	"people using more fossil fuels to stay warm and cold seasonally
"	2023-12-10T14:56:45Z	888.4	578.6	FALSE	1	1	1	TRUE	costs_negative
6f267ccd-2e85-464d-98c9-0312b9a43ab8	5b0d1b8e444cef0001ca66ac	68b677c8-b06c-4042-91b4-de05328f83c9	Reversing?	10		2023-12-10T14:57:44Z	519.4	481.6	FALSE	1	1	1	TRUE	rest_ambivalent
6f267ccd-2e85-464d-98c9-0312b9a43ab8	5b0d1b8e444cef0001ca66ac	6596e7cc-3885-498c-920e-327aceb26351	Possible?	-1		2023-12-10T14:58:06Z	531.4	589.6	FALSE	1	1	1	TRUE	rest_negative
6f267ccd-2e85-464d-98c9-0312b9a43ab8	5b0d1b8e444cef0001ca66ac	47d93996-3347-4a90-a9ae-8d7c2041a680	News media untrustworthy	0		2023-12-10T14:58:38Z	643.4	91.6	FALSE	1	1	1	TRUE	conspirative narration_neutral
7e9b851f-ccfc-4584-a032-87c1e7e982f1	5589c7cefdf99b18bd86cf31	016b7265-8537-40ea-be24-c04c37ca2bc0	Climate Change	-3		2023-12-10T15:59:16Z	650	400	TRUE	0	0	0	TRUE	Climate Change_negative
7e9b851f-ccfc-4584-a032-87c1e7e982f1	5589c7cefdf99b18bd86cf31	20f6e912-7e3c-4731-91a8-a7f941dcf8b4	Hoax	-3		2023-12-10T16:00:39Z	780.4	470.6	FALSE	1	1	1	TRUE	conspirative narration_negative
7e9b851f-ccfc-4584-a032-87c1e7e982f1	5589c7cefdf99b18bd86cf31	fab72430-1daa-475f-8672-3acd80148a32	Taxes	-3		2023-12-10T16:02:05Z	951.4	473.6	FALSE	1	1	1	TRUE	politics_negative
7e9b851f-ccfc-4584-a032-87c1e7e982f1	5589c7cefdf99b18bd86cf31	d886cf71-b402-4b26-9210-6530b6f752ee	Higher Prices	-3		2023-12-10T16:02:29Z	905.4	569.6	FALSE	1	1	1	TRUE	costs_negative
7e9b851f-ccfc-4584-a032-87c1e7e982f1	5589c7cefdf99b18bd86cf31	c4e8aa3e-9d1e-4e88-af69-a4dc86ccb686	Depopulation Agenda	-3		2023-12-10T16:02:30Z	777.4	693.6	FALSE	1	1	1	TRUE	conspirative narration_negative
7e9b851f-ccfc-4584-a032-87c1e7e982f1	5589c7cefdf99b18bd86cf31	7df95b5c-12bf-4a8e-b5cb-ccba495af3f8	War	-3		2023-12-10T16:05:18Z	1036.4	637.6	FALSE	1	1	1	TRUE	social consequences_negative
7e9b851f-ccfc-4584-a032-87c1e7e982f1	5589c7cefdf99b18bd86cf31	e8dd2503-34e7-4b1d-9756-a21f7994e248	Corruption	-3		2023-12-10T16:06:13Z	1085.4	341.6	FALSE	1	1	1	TRUE	politics_negative
7e9b851f-ccfc-4584-a032-87c1e7e982f1	5589c7cefdf99b18bd86cf31	1366fe42-00a7-4ef7-ad83-14857e98781a	Vaccines	-3		2023-12-10T16:06:44Z	528.4	692.6	FALSE	1	1	1	TRUE	conspirative narration_negative
7e9b851f-ccfc-4584-a032-87c1e7e982f1	5589c7cefdf99b18bd86cf31	299315df-d24f-4085-bfa0-728be431728a	Anti-White	-3		2023-12-10T16:07:52Z	589.4	516.6	FALSE	1	1	1	TRUE	conspirative narration_negative
7e9b851f-ccfc-4584-a032-87c1e7e982f1	5589c7cefdf99b18bd86cf31	09fc7bee-150e-4c33-a225-66344576c745	Authoritarianism	-3		2023-12-10T16:09:33Z	770.4	284.6	FALSE	1	1	1	TRUE	political conspiracy_negative
7e9b851f-ccfc-4584-a032-87c1e7e982f1	5589c7cefdf99b18bd86cf31	5cb690ac-50bc-4f92-91e3-c3f2bc9fa612	Socialism	-3		2023-12-10T16:09:44Z	909.4	346.6	FALSE	1	1	1	TRUE	conspirative narration_negative
7e9b851f-ccfc-4584-a032-87c1e7e982f1	5589c7cefdf99b18bd86cf31	fd57df1c-79ba-4ad0-84cf-6db25d92d221	No Justice	-3		2023-12-10T16:11:45Z	424.4	516.6	FALSE	1	1	1	TRUE	conspirative narration_negative
7e9b851f-ccfc-4584-a032-87c1e7e982f1	5589c7cefdf99b18bd86cf31	278ef4bb-3603-467e-a555-07538b43663e	Revolution	10		2023-12-10T16:13:55Z	768.4	124.6	FALSE	1	1	1	TRUE	political conspiracy_ambivalent
7b33131c-d307-4702-91b0-9b25a4a6fc48	570bc1ffb9b52b00102db939	360150de-a13d-4386-a059-ad3a7ab884d2	Climate Change	-3		2023-12-10T15:33:25Z	650	400	TRUE	0	0	0	TRUE	Climate Change_negative
7b33131c-d307-4702-91b0-9b25a4a6fc48	570bc1ffb9b52b00102db939	db2a6c3c-257b-40c2-9439-3d1dfd12740e	mass extinction	-3		2023-12-10T15:34:06Z	535	172	FALSE	1	1	1	TRUE	destruction of the environment_negative
7b33131c-d307-4702-91b0-9b25a4a6fc48	570bc1ffb9b52b00102db939	ae67da7d-6e8e-4fd0-9cd8-bc210d3d5078	loss of biodiversity	-2		2023-12-10T15:34:28Z	441	88	FALSE	1	1	1	TRUE	destruction of the environment_negative
7b33131c-d307-4702-91b0-9b25a4a6fc48	570bc1ffb9b52b00102db939	e41a5b46-be3f-4f27-8dea-921e36880181	severe weather	-3		2023-12-10T15:34:51Z	757	292	FALSE	1	1	1	TRUE	natural disaster_negative
7b33131c-d307-4702-91b0-9b25a4a6fc48	570bc1ffb9b52b00102db939	d92a491e-32b4-46d4-8b32-4c6228c46185	extreme heat	-3		2023-12-10T15:35:09Z	828	181	FALSE	1	1	1	TRUE	natural disaster_negative
7b33131c-d307-4702-91b0-9b25a4a6fc48	570bc1ffb9b52b00102db939	6a4f669a-617e-4fbb-9ffb-daecfc9f86b5	extreme cold	-3		2023-12-10T15:35:19Z	914	265	FALSE	1	1	1	TRUE	natural disaster_negative
7b33131c-d307-4702-91b0-9b25a4a6fc48	570bc1ffb9b52b00102db939	a878cee8-f82a-492c-9885-9e53741aed88	damaging storms	-3		2023-12-10T15:35:35Z	884	362	FALSE	1	1	1	TRUE	natural disaster_negative
7b33131c-d307-4702-91b0-9b25a4a6fc48	570bc1ffb9b52b00102db939	1cdd5f45-8119-404b-958f-175d6cb4e458	higher insurance rates	-1		2023-12-10T15:35:51Z	1040	440	FALSE	1	1	1	TRUE	costs_negative
7b33131c-d307-4702-91b0-9b25a4a6fc48	570bc1ffb9b52b00102db939	376b2c6e-0818-42d1-abb8-caed36bd8659	fewer animal species	-3		2023-12-10T15:36:13Z	601	80	FALSE	1	1	1	TRUE	destruction of the environment_negative
7b33131c-d307-4702-91b0-9b25a4a6fc48	570bc1ffb9b52b00102db939	96ec98d2-1111-40c5-aedb-4d09d10e6969	climate refugees	-3		2023-12-10T15:37:33Z	804	482	FALSE	1	1	1	TRUE	social consequences_negative
7b33131c-d307-4702-91b0-9b25a4a6fc48	570bc1ffb9b52b00102db939	838f393d-7979-4c52-8694-b4748ecbf7d6	more wildfires	-3		2023-12-10T15:39:00Z	898	86	FALSE	1	1	1	TRUE	natural disaster_negative
7b33131c-d307-4702-91b0-9b25a4a6fc48	570bc1ffb9b52b00102db939	8f02fdaf-0ab3-4805-93ee-80626df04035	crop damage	-3		2023-12-10T15:39:30Z	380	381	FALSE	1	1	1	TRUE	impact on agriculture_negative
7b33131c-d307-4702-91b0-9b25a4a6fc48	570bc1ffb9b52b00102db939	5a2651cf-f769-4b63-aa85-20d12283306e	famine	-3		2023-12-10T15:40:10Z	282	480	FALSE	1	1	1	TRUE	danger to humanity_negative
7b33131c-d307-4702-91b0-9b25a4a6fc48	570bc1ffb9b52b00102db939	dd33b88c-0535-48b1-846e-ed667b091483	flooding	-3		2023-12-10T15:41:56Z	1015	342	FALSE	1	1	1	TRUE	natural disaster_negative
7b33131c-d307-4702-91b0-9b25a4a6fc48	570bc1ffb9b52b00102db939	616e4dd5-ca3f-4908-83e5-abce6a0813d1	less drinking water	-3		2023-12-10T15:42:13Z	419	268	FALSE	1	1	1	TRUE	scarcity_negative
21a8ba8d-27b8-49f8-ae0f-bf7c368aba85	6486aa634b94f1dd568fd487	2a18fdae-7b09-43e0-ae37-9c24c0b56293	climate change	-3		2023-12-10T15:34:59Z	657	390	FALSE	1	1	1	TRUE	Climate Change_negative
21a8ba8d-27b8-49f8-ae0f-bf7c368aba85	6486aa634b94f1dd568fd487	351c3162-405b-400f-a80c-7aea70eb3aa7	water shortages	-3		2023-12-10T15:35:35Z	757	300	FALSE	1	1	1	TRUE	scarcity_negative
21a8ba8d-27b8-49f8-ae0f-bf7c368aba85	6486aa634b94f1dd568fd487	23315aab-b655-4f6e-a028-4177231e51b1	population collapse	-3		2023-12-10T15:36:20Z	765	204	FALSE	1	1	1	TRUE	danger to humanity_negative
21a8ba8d-27b8-49f8-ae0f-bf7c368aba85	6486aa634b94f1dd568fd487	229947ea-fd5c-4e50-badb-b0f2ceeafb04	food shortages	-3		2023-12-10T15:36:43Z	868	302	FALSE	1	1	1	TRUE	danger to humanity_negative
21a8ba8d-27b8-49f8-ae0f-bf7c368aba85	6486aa634b94f1dd568fd487	b0fb5300-d330-4976-8a45-7bb5defe1043	war	-3	over fewer supplies	2023-12-10T15:37:25Z	965	206	FALSE	1	1	1	TRUE	social consequences_negative
21a8ba8d-27b8-49f8-ae0f-bf7c368aba85	6486aa634b94f1dd568fd487	fe8ec5f6-531b-4e30-b817-3922c492df08	warmer summers	-1		2023-12-10T15:38:11Z	783	430	FALSE	1	1	1	TRUE	global warming_negative
21a8ba8d-27b8-49f8-ae0f-bf7c368aba85	6486aa634b94f1dd568fd487	4f6d5449-f23d-4615-bf8f-f5a1d2e67d63	increased energy costs	-2		2023-12-10T15:38:26Z	900	463	FALSE	1	1	1	TRUE	costs_negative
21a8ba8d-27b8-49f8-ae0f-bf7c368aba85	6486aa634b94f1dd568fd487	a8cdf5b0-8c14-4ace-a348-99cfa62bae43	colder winters	-3		2023-12-10T15:38:46Z	656	490	FALSE	1	1	1	TRUE	weather_negative
21a8ba8d-27b8-49f8-ae0f-bf7c368aba85	6486aa634b94f1dd568fd487	194dceec-93a2-4d08-ad21-f06ad93c4c6d	increasing ocean temperatures	-3		2023-12-10T15:39:34Z	467	381	FALSE	1	1	1	TRUE	global warming_negative
21a8ba8d-27b8-49f8-ae0f-bf7c368aba85	6486aa634b94f1dd568fd487	37512510-7a16-4fa2-bf79-2af792408ee7	melting ice caps	-3		2023-12-10T15:40:03Z	464	264	FALSE	1	1	1	TRUE	global warming_negative
21a8ba8d-27b8-49f8-ae0f-bf7c368aba85	6486aa634b94f1dd568fd487	7e2c7ff6-bec9-4d6a-8187-f6954f035fa6	higher tides	-1		2023-12-10T15:40:32Z	454	175	FALSE	1	1	1	TRUE	rising sea level_negative
21a8ba8d-27b8-49f8-ae0f-bf7c368aba85	6486aa634b94f1dd568fd487	3d47636d-fbf6-4f1f-a141-680094c612e9	land erosion	-3		2023-12-10T15:40:53Z	316	210	FALSE	1	1	1	TRUE	destruction of the environment_negative
21a8ba8d-27b8-49f8-ae0f-bf7c368aba85	6486aa634b94f1dd568fd487	0fb1a716-9074-46f7-b028-acdcf4a7997c	extreme weather events	-3		2023-12-10T15:41:17Z	524	497	FALSE	1	1	1	TRUE	natural disaster_negative
21a8ba8d-27b8-49f8-ae0f-bf7c368aba85	6486aa634b94f1dd568fd487	5f5329ea-be62-4566-850c-d5be0e4729d3	loss of life	-3		2023-12-10T15:41:44Z	529	589	FALSE	1	1	1	TRUE	danger to humanity_negative
21a8ba8d-27b8-49f8-ae0f-bf7c368aba85	6486aa634b94f1dd568fd487	715d30e1-d16d-408f-af59-a64fadaf8dee	loss of property	-2		2023-12-10T15:41:58Z	397	551	FALSE	1	1	1	TRUE	destruction of the environment_negative
d8a91574-98c8-4f04-98ae-445018bb73e0	5b0319e68d753d0001cc75c7	db4a38a2-9d31-4081-964d-52c16686f0fb	Climate Change	0		2023-12-10T15:43:46Z	650	400	TRUE	0	0	0	TRUE	Climate Change_neutral
d8a91574-98c8-4f04-98ae-445018bb73e0	5b0319e68d753d0001cc75c7	1110c1a8-93eb-4d53-b8f8-92003d543e04	Recycling	2	"This is all recycling, both industrial and household
"	2023-12-10T15:43:58Z	850	279	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
d8a91574-98c8-4f04-98ae-445018bb73e0	5b0319e68d753d0001cc75c7	19fb30e8-132c-4184-85fa-5c4781ffb04e	Industrial recycling	-3	This is the place where the most recycling should take place, but it doesn't. Industry helps to place the responsibility at the feet of homeowners, who aren't the major polluters.	2023-12-10T15:44:51Z	831	154	FALSE	1	1	1	TRUE	environmental friendly behavior_negative
d8a91574-98c8-4f04-98ae-445018bb73e0	5b0319e68d753d0001cc75c7	5313bbc9-fcc1-47f3-a8d8-137844f225f2	Household recycling	1	This includes buying sustainably and recycling responsibly. It has little effect on climate change.	2023-12-10T15:44:52Z	1071	163	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
d8a91574-98c8-4f04-98ae-445018bb73e0	5b0319e68d753d0001cc75c7	d1977763-63e7-446a-b682-96641620b2a1	Electric vehicles	2	Lowering pollution through fewer emissions	2023-12-10T15:47:13Z	863	521	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
d8a91574-98c8-4f04-98ae-445018bb73e0	5b0319e68d753d0001cc75c7	2fe1d575-8ea9-4a58-8615-fba5e17a921f	Weather changes	-2	Stronger hurricanes, wildfires, etc.	2023-12-10T15:48:07Z	426	302	FALSE	1	1	1	TRUE	natural disaster_negative
d8a91574-98c8-4f04-98ae-445018bb73e0	5b0319e68d753d0001cc75c7	66c3346f-da92-471f-b357-31d4f02f088d	Carbon Cleaning	3	Possible solution with offsets and clearing of CO2 from the air	2023-12-10T15:48:35Z	568	121	FALSE	1	1	1	TRUE	green technologies_positive
d8a91574-98c8-4f04-98ae-445018bb73e0	5b0319e68d753d0001cc75c7	41f9870a-9faa-472c-b520-06051ef9e3d2	Industrialists	-2	People take advantage of the hope of carbon cleaning and try to take advantage for financial gain. Climate change shouldn't be an opportunity to make money.	2023-12-10T15:49:21Z	336	121	FALSE	1	1	1	TRUE	industry_negative
d8a91574-98c8-4f04-98ae-445018bb73e0	5b0319e68d753d0001cc75c7	ffe47ccd-4fb4-440f-ad9c-d601049a39be	Scientists	0	The front line in the climate change fight and in the concept of carbon cleaning.	2023-12-10T15:50:34Z	679	69	FALSE	1	1	1	TRUE	science_neutral
d8a91574-98c8-4f04-98ae-445018bb73e0	5b0319e68d753d0001cc75c7	06e26748-8ca6-44ce-abba-a45237428fb9	Water Supply	-2	Climate change affects how we use our water resources	2023-12-10T15:51:16Z	458	542	FALSE	1	1	1	TRUE	scarcity_negative
d8a91574-98c8-4f04-98ae-445018bb73e0	5b0319e68d753d0001cc75c7	5fe2a6ee-bdc3-40b4-ac03-368d73fa43ae	Propaganda	-3	There is so much negative and positive propaganda around climate change. There's no one source that simply tells the truth.	2023-12-10T15:52:07Z	680	644	FALSE	1	1	1	TRUE	politics_negative
d8a91574-98c8-4f04-98ae-445018bb73e0	5b0319e68d753d0001cc75c7	0166538d-3eab-4b97-ad79-349fff0b5809	Animal extinction	-1		2023-12-10T15:52:49Z	1055	409	FALSE	1	1	1	TRUE	destruction of the environment_negative
d8a91574-98c8-4f04-98ae-445018bb73e0	5b0319e68d753d0001cc75c7	7b68d00f-0839-4b6a-9e4e-92157abca8e9	Politicians	-3	Politicians use climate change as a talking point to inflame their bases. They should be speaking about the problem rationally.	2023-12-10T15:54:12Z	573	718	FALSE	1	1	1	TRUE	politics_negative
d8a91574-98c8-4f04-98ae-445018bb73e0	5b0319e68d753d0001cc75c7	1ccf7464-f4fd-49fd-bac2-c521e943e082	Capitalists	-2	Businesses use climate change as a selling point, both in the way they work sustainably and in the ways they ignore the issue. 	2023-12-10T15:55:04Z	787	708	FALSE	1	1	1	TRUE	economy_negative
d8a91574-98c8-4f04-98ae-445018bb73e0	5b0319e68d753d0001cc75c7	42dcfbc2-245e-4bca-9607-4454d880416d	Immigration	0	People fleeing countries because of climate change effects	2023-12-10T15:56:19Z	197	441	FALSE	1	1	1	TRUE	social consequences_neutral
d8a91574-98c8-4f04-98ae-445018bb73e0	5b0319e68d753d0001cc75c7	704cc17a-b8d9-44c5-8f03-4faa1580c515	Home gardens	3	A solution for individuals to trangress the industrial farm machine	2023-12-10T15:56:49Z	1144	280	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
d8a91574-98c8-4f04-98ae-445018bb73e0	5b0319e68d753d0001cc75c7	76f74480-9b53-4504-bd08-44d9f6a6003c	Alternative power	3	Wind, solar, water	2023-12-10T15:58:54Z	219	579	FALSE	1	1	1	TRUE	green technologies_positive
23efd63d-7bd1-4d47-b6b0-d0242906b1eb	603d6ae665fbaacb5621ede2	11ab6741-dcd1-4702-86a3-5dd093cf2ca7	Climate Change	10	"
"	2023-12-10T15:59:10Z	650	400	TRUE	0	0	0	TRUE	Climate Change_ambivalent
