CAM	participantCAM	dateCAMcreated	dateConceptCreated	id	text	value	comment	date	x_pos	y_pos	predefinedConcept	isDraggable	isDeletable	isTextChangeable	isActive	text_summarized
4aab4dba-a536-4b34-ab9a-3ce26f747329	6526b4db08c36959a00e69c4	2023-12-10T11:28:32Z	2023-12-10T11:32:27Z	ba364376-8afb-4c4f-90a6-864930e41c71	excessive fuel consumption	0		2023-12-10T11:32:27Z	403	564	FALSE	1	1	1	TRUE	man made_neutral
4aab4dba-a536-4b34-ab9a-3ce26f747329	6526b4db08c36959a00e69c4	2023-12-10T11:28:32Z	2023-12-10T11:33:14Z	adccec5e-c34d-4ffb-8396-418993924660	inferior fuel	-3		2023-12-10T11:33:14Z	433	270	FALSE	1	1	1	TRUE	green technologies_negative
4aab4dba-a536-4b34-ab9a-3ce26f747329	6526b4db08c36959a00e69c4	2023-12-10T11:28:32Z	2023-12-10T11:36:27Z	38c88e62-cf46-4c11-94d2-213da6939683	population planning	2		2023-12-10T11:36:27Z	893	323	FALSE	1	1	1	TRUE	political measures against climate change_positive
4aab4dba-a536-4b34-ab9a-3ce26f747329	6526b4db08c36959a00e69c4	2023-12-10T11:28:32Z	2023-12-10T11:37:58Z	05a5cb6b-9db9-433f-a49c-aae8a9b7cf2e	greenpeace	3		2023-12-10T11:37:58Z	800	468	FALSE	1	1	1	TRUE	activism_positive
4aab4dba-a536-4b34-ab9a-3ce26f747329	6526b4db08c36959a00e69c4	2023-12-10T11:28:32Z	2023-12-10T11:38:28Z	0473c3c9-1dcc-43c8-a98c-184a33cfde3a	forest fire	-3		2023-12-10T11:38:28Z	815	213	FALSE	1	1	1	TRUE	natural disaster_negative
4aab4dba-a536-4b34-ab9a-3ce26f747329	6526b4db08c36959a00e69c4	2023-12-10T11:28:32Z	2023-12-10T11:38:55Z	e111c020-f861-46f0-bd69-62e37004012c	co2 levels	-3		2023-12-10T11:38:55Z	728	581	FALSE	1	1	1	TRUE	scientific explanation_negative
4aab4dba-a536-4b34-ab9a-3ce26f747329	6526b4db08c36959a00e69c4	2023-12-10T11:28:32Z	2023-12-10T11:39:26Z	2f15babd-5160-4170-bf58-01ddb3655fb9	damage to the ozone layer	0		2023-12-10T11:39:26Z	805	104	FALSE	1	1	1	TRUE	destruction of the environment_neutral
4aab4dba-a536-4b34-ab9a-3ce26f747329	6526b4db08c36959a00e69c4	2023-12-10T11:28:32Z	2023-12-10T11:42:09Z	1762a130-8625-4e34-858b-39c0b379930b	human	10		2023-12-10T11:42:09Z	644	236	FALSE	1	1	1	TRUE	man made_ambivalent
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	2023-12-10T11:40:32Z	2023-12-10T11:40:33Z	e27b3f02-8f6f-4894-a6cf-3715cd97eb42	climate change	-3	negative Emotionen in Bezug auf die Zukunft unseres Planeten	2023-12-10T11:40:33Z	650	400	TRUE	0	0	0	TRUE	Climate Change_negative
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	2023-12-10T11:40:32Z	2023-12-10T11:41:32Z	c7eced58-5979-41ef-a394-896cfcb42b8c	fear	-2	vor den klimatischen Veränderungen	2023-12-10T11:41:32Z	781	278	FALSE	1	1	1	TRUE	negative emotions_negative
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	2023-12-10T11:40:32Z	2023-12-10T11:41:51Z	2ed95b77-c125-4c09-96c8-6c609e84c658	future generations	-2	wie können und werden diese Leben	2023-12-10T11:41:51Z	496	278	FALSE	1	1	1	TRUE	global dimension_negative
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	2023-12-10T11:40:32Z	2023-12-10T11:42:41Z	4dd71c5d-29ee-4e18-9878-ee193e87fda9	species extinction	-3	Auswirkung auf Natur und Tierwelt	2023-12-10T11:42:41Z	470	495	FALSE	1	1	1	TRUE	destruction of the environment_negative
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	2023-12-10T11:40:32Z	2023-12-10T11:44:22Z	a9f34b57-d7c6-4602-bddb-1e8a52abd115	sustainable energy	1	Gewinnung von Energie ohne fossile Brennstoffe	2023-12-10T11:44:22Z	763	545	FALSE	1	1	1	TRUE	green technologies_positive
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	2023-12-10T11:40:32Z	2023-12-10T11:45:19Z	e47f04cf-49ea-4a30-8aa3-65e893654295	ignorance of the people	-3	von wissenschaftlichen Belegen	2023-12-10T11:45:19Z	806	426	FALSE	1	1	1	TRUE	criticism_negative
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	2023-12-10T11:40:32Z	2023-12-10T11:46:00Z	25edcd49-5d22-4a36-a955-8c0c60daaad2	technological progress	3	als Unterstützung für nachhaltigere Ressourcennutzung	2023-12-10T11:46:00Z	560	539	FALSE	1	1	1	TRUE	green technologies_positive
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	2023-12-10T11:40:32Z	2023-12-10T11:46:32Z	797ee107-262a-4e2f-a91a-82e85ced5348	greed	-3	Profit steht über allem	2023-12-10T11:46:32Z	964	479	FALSE	1	1	1	TRUE	rest_negative
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	2023-12-10T11:40:32Z	2023-12-10T11:47:26Z	7b1ee61e-b6c8-45be-b181-fd99b80161c3	democracy	10	können alle notwendigen Maßnahmen immer demokratische Entscheidungen sein oder müssen einige auch ohne Mehrheit umgesetzt werden	2023-12-10T11:47:26Z	727	160	FALSE	1	1	1	TRUE	politics_ambivalent
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	2023-12-10T11:40:32Z	2023-12-10T11:47:50Z	90c0f8b3-1f78-4d5f-a14c-f330b76f8296	politics	10	Was kann Politik leisten, was muss sie leisten	2023-12-10T11:47:50Z	547	161	FALSE	1	1	1	TRUE	politics_ambivalent
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	2023-12-10T11:40:32Z	2023-12-10T11:49:36Z	8dc40a30-a4b9-4495-a0bf-b630f19d20d0	time	-2	für das Erreichen von Kipppunkten oder unumkehrbaren Veränderungen	2023-12-10T11:49:36Z	392	377	FALSE	1	1	1	TRUE	scientific explanation_negative
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	2023-12-10T11:40:32Z	2023-12-10T11:50:10Z	b503ed91-f727-4ccf-bb53-6710f3052abe	power and will	10	die Macht und der Wille etwas zu verändern, liegt leider oft weit auseinander 	2023-12-10T11:50:10Z	630	76	FALSE	1	1	1	TRUE	politics_ambivalent
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	2023-12-10T11:40:32Z	2023-12-10T11:51:50Z	26329aa9-e078-4a50-8804-ee4f2c8a654d	society	10	die Veränderung der Gesellschaft durch Migration durch Klimaflüchtlinge, steigende Meerespiegel und veränderte klimatische Bedingungen zb für den Anbau von Nahrungsmitteln stellt eine große Herausforderung für die Gesellschaften dar	2023-12-10T11:51:50Z	425	108	FALSE	1	1	1	TRUE	social consequences_ambivalent
63a2c6ea-2acd-420e-b3b0-5687c9ded51e	6558c850ec1a05d63f1d04c6	2023-12-10T11:59:40Z	2023-12-10T11:59:41Z	f6882858-2e82-4dc6-8ed1-d15dfd97d39c	climate change	-3		2023-12-10T11:59:41Z	650	400	TRUE	0	0	0	TRUE	Climate Change_negative
63a2c6ea-2acd-420e-b3b0-5687c9ded51e	6558c850ec1a05d63f1d04c6	2023-12-10T11:59:40Z	2023-12-10T12:00:47Z	32fd51bd-d875-40ab-86c8-aef65497f7ca	sustainability	3		2023-12-10T12:00:47Z	675	238	FALSE	1	1	1	TRUE	protection of the environment_positive
63a2c6ea-2acd-420e-b3b0-5687c9ded51e	6558c850ec1a05d63f1d04c6	2023-12-10T11:59:40Z	2023-12-10T12:01:16Z	e56bc301-85a5-4f19-8816-37f248695191	co2 emissions	-3		2023-12-10T12:01:16Z	773	589	FALSE	1	1	1	TRUE	scientific explanation_negative
63a2c6ea-2acd-420e-b3b0-5687c9ded51e	6558c850ec1a05d63f1d04c6	2023-12-10T11:59:40Z	2023-12-10T12:02:19Z	c3df489c-8221-4af3-b443-1d4cec63795a	natural disaster	-3		2023-12-10T12:02:19Z	438	280	FALSE	1	1	1	TRUE	natural disaster_negative
63a2c6ea-2acd-420e-b3b0-5687c9ded51e	6558c850ec1a05d63f1d04c6	2023-12-10T11:59:40Z	2023-12-10T12:02:32Z	a9eeebb3-6464-479e-8a62-b14e377f606f	rise in temperature	-2		2023-12-10T12:02:32Z	417	522	FALSE	1	1	1	TRUE	global warming_negative
63a2c6ea-2acd-420e-b3b0-5687c9ded51e	6558c850ec1a05d63f1d04c6	2023-12-10T11:59:40Z	2023-12-10T12:03:21Z	0da816cd-c88c-49f3-8b91-b6b03200884e	drought	-3		2023-12-10T12:03:21Z	351	123	FALSE	1	1	1	TRUE	natural disaster_negative
63a2c6ea-2acd-420e-b3b0-5687c9ded51e	6558c850ec1a05d63f1d04c6	2023-12-10T11:59:40Z	2023-12-10T12:03:36Z	9e7a9209-2a73-4273-8acc-b5fe9cddfea4	crop failures	-3		2023-12-10T12:03:36Z	232	266	FALSE	1	1	1	TRUE	impact on agriculture_negative
63a2c6ea-2acd-420e-b3b0-5687c9ded51e	6558c850ec1a05d63f1d04c6	2023-12-10T11:59:40Z	2023-12-10T12:03:56Z	442866a2-50e4-453e-b2d4-15dd5f66a669	hunger	-3		2023-12-10T12:03:56Z	140	84	FALSE	1	1	1	TRUE	danger to humanity_negative
63a2c6ea-2acd-420e-b3b0-5687c9ded51e	6558c850ec1a05d63f1d04c6	2023-12-10T11:59:40Z	2023-12-10T12:04:20Z	fcb36e1c-dc53-4e55-a5d1-f1beca414fa7	recycling	1		2023-12-10T12:04:20Z	634	79	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
63a2c6ea-2acd-420e-b3b0-5687c9ded51e	6558c850ec1a05d63f1d04c6	2023-12-10T11:59:40Z	2023-12-10T12:04:57Z	dfcdb345-cf08-41cf-90fc-c288df40e5cd	local production	3		2023-12-10T12:04:57Z	816	91	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
63a2c6ea-2acd-420e-b3b0-5687c9ded51e	6558c850ec1a05d63f1d04c6	2023-12-10T11:59:40Z	2023-12-10T12:06:34Z	d8cef9d3-0730-46c2-9475-1f57989fb7c0	sea level rise	-2		2023-12-10T12:06:34Z	316	422	FALSE	1	1	1	TRUE	rising sea level_negative
63a2c6ea-2acd-420e-b3b0-5687c9ded51e	6558c850ec1a05d63f1d04c6	2023-12-10T11:59:40Z	2023-12-10T12:07:14Z	4a0931ad-4375-4812-9223-1c22db82df3d	greenhouse effect	-3		2023-12-10T12:07:14Z	595	614	FALSE	1	1	1	TRUE	scientific explanation_negative
63a2c6ea-2acd-420e-b3b0-5687c9ded51e	6558c850ec1a05d63f1d04c6	2023-12-10T11:59:40Z	2023-12-10T12:09:03Z	496a1618-50ae-4cc3-97f6-ac626e4465c8	more conscious living	3		2023-12-10T12:09:03Z	907	225	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
63a2c6ea-2acd-420e-b3b0-5687c9ded51e	6558c850ec1a05d63f1d04c6	2023-12-10T11:59:40Z	2023-12-10T12:09:16Z	fbcff057-647b-442e-852e-4ad540e51ce1	powerlessness	-3		2023-12-10T12:09:16Z	923	392	FALSE	1	1	1	TRUE	negative emotions_negative
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	2023-12-10T11:54:17Z	2023-12-10T11:54:18Z	50df7641-0006-402e-8ba8-f71bf2441705	climate change	0		2023-12-10T11:54:18Z	650	400	TRUE	0	0	0	TRUE	Climate Change_neutral
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	2023-12-10T11:54:17Z	2023-12-10T11:54:26Z	606ddef6-03bb-424f-b1b3-ddbf2bb3fe56	consumption	10		2023-12-10T11:54:26Z	825	448	FALSE	1	1	1	TRUE	environmental damaging behavior_ambivalent
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	2023-12-10T11:54:17Z	2023-12-10T11:54:42Z	ca6eb4ef-1d36-4ef9-9512-e77c506e3227	species extinction	-3	Die ganze Biodiversität wird unter dem Klimawandel leiden und er Mensch genauso.	2023-12-10T11:54:42Z	508	399	FALSE	1	1	1	TRUE	destruction of the environment_negative
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	2023-12-10T11:54:17Z	2023-12-10T11:55:40Z	dab652d1-d61c-44e8-90b2-cdd52c7507e0	environmental protection	3		2023-12-10T11:55:40Z	355	482	FALSE	1	1	1	TRUE	protection of the environment_positive
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	2023-12-10T11:54:17Z	2023-12-10T11:56:34Z	11e8b631-66a2-44dd-8f83-a5f59b4a0de7	natural disaster	-3	Es werden mehr Lebewesen an Naturkatastrophen sterben.	2023-12-10T11:56:34Z	750	195	FALSE	1	1	1	TRUE	natural disaster_negative
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	2023-12-10T11:54:17Z	2023-12-10T11:56:50Z	82c99a04-2c38-4b92-920d-d61512633687	politics & society	-3	Von der Politik wird nicht genug umgesetzt damit man den Klimawandel entgegenwirkt. Aber das Reflektiert den Hauptteil der Gesellschaft wieder, da ihr Augenmerk auf das liegt was sie selbst direkt bereichert.	2023-12-10T11:56:50Z	524	165	FALSE	1	1	1	TRUE	politics_negative
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	2023-12-10T11:54:17Z	2023-12-10T12:03:38Z	a255a780-dc61-401b-a1c8-51f25c0874f9	rethinking	3	Der Klimawandel bringt einen dazu über das eigene Verhalten nachzudenken und zu reflektieren.	2023-12-10T12:03:38Z	302	191	FALSE	1	1	1	TRUE	environmental consciousness_positive
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	2023-12-10T11:54:17Z	2023-12-10T12:05:34Z	73fdc893-ae8e-4096-b6d1-6ba83f6f9e9a	uncertainty	-2		2023-12-10T12:05:34Z	947	199	FALSE	1	1	1	TRUE	negative emotions_negative
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	2023-12-10T11:54:17Z	2023-12-10T12:06:47Z	88b01c46-41a4-4218-868e-8455bac362ab	meaning of life	2		2023-12-10T12:06:47Z	168	397	FALSE	1	1	1	TRUE	rest_positive
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	2023-12-10T11:54:17Z	2023-12-10T12:06:59Z	f3951e6a-5183-4b60-9019-16f71aca348a	consumer goods	10		2023-12-10T12:06:59Z	947	577	FALSE	1	1	1	TRUE	industry_ambivalent
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	2023-12-10T11:54:17Z	2023-12-10T12:07:19Z	05f4d988-faf5-4065-a084-d1be69e7b0ab	resource scarcity	-3		2023-12-10T12:07:19Z	843	336	FALSE	1	1	1	TRUE	scarcity_negative
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	2023-12-10T11:54:17Z	2023-12-10T12:07:45Z	5abc72c6-3902-4a4f-b677-be20a7cbaec0	fear	-3		2023-12-10T12:07:45Z	1064	318	FALSE	1	1	1	TRUE	negative emotions_negative
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	2023-12-10T11:54:17Z	2023-12-10T12:07:46Z	6db1de6f-a972-4121-9316-f8fa0dacfe8f	starting families	10		2023-12-10T12:07:46Z	1084	156	FALSE	1	1	1	TRUE	future_ambivalent
3b8c1c8c-2179-4cc7-887d-2b4cc9a1f7fb	6536973604f263f3c70495bf	2023-12-10T12:07:43Z	2023-12-10T12:07:44Z	91b0ecbe-a7e0-4a9e-8b31-43feaac2a3b1	climate change	-2		2023-12-10T12:07:44Z	650	400	TRUE	0	0	0	TRUE	Climate Change_negative
3b8c1c8c-2179-4cc7-887d-2b4cc9a1f7fb	6536973604f263f3c70495bf	2023-12-10T12:07:43Z	2023-12-10T12:08:49Z	93b829c6-1bbf-40d5-8354-c18b7de31fdc	environmental disasters	-2		2023-12-10T12:08:49Z	859	384	FALSE	1	1	1	TRUE	natural disaster_negative
3b8c1c8c-2179-4cc7-887d-2b4cc9a1f7fb	6536973604f263f3c70495bf	2023-12-10T12:07:43Z	2023-12-10T12:09:26Z	435a3e71-c5cc-4774-9602-60e037b1a91a	global warming	-3	Insbesondere steigende und stärker schwankende Temperaturen.	2023-12-10T12:09:26Z	467	411	FALSE	1	1	1	TRUE	global warming_negative
3b8c1c8c-2179-4cc7-887d-2b4cc9a1f7fb	6536973604f263f3c70495bf	2023-12-10T12:07:43Z	2023-12-10T12:10:50Z	2bc6dc1f-e00f-4db0-a39e-c8d572b5db19	melting glaciers	-3		2023-12-10T12:10:50Z	365	643	FALSE	1	1	1	TRUE	global warming_negative
3b8c1c8c-2179-4cc7-887d-2b4cc9a1f7fb	6536973604f263f3c70495bf	2023-12-10T12:07:43Z	2023-12-10T12:11:05Z	df9336d9-34d1-496c-89e0-17e4c71e7b30	rising sea levels	-3		2023-12-10T12:11:05Z	209	720	FALSE	1	1	1	TRUE	rising sea level_negative
3b8c1c8c-2179-4cc7-887d-2b4cc9a1f7fb	6536973604f263f3c70495bf	2023-12-10T12:07:43Z	2023-12-10T12:11:35Z	472a9540-418d-4c93-847c-0e662e6167e7	water	3	Ozeane versauern und erhitzen -> weniger Lebensraum. Grundwasser sinkt.	2023-12-10T12:11:35Z	472	536	FALSE	1	1	1	TRUE	global warming_positive
3b8c1c8c-2179-4cc7-887d-2b4cc9a1f7fb	6536973604f263f3c70495bf	2023-12-10T12:07:43Z	2023-12-10T12:12:57Z	b4c643bd-a410-44dc-97ee-4a51e7282ee4	soil salinization	-3		2023-12-10T12:12:57Z	305	407	FALSE	1	1	1	TRUE	natural disaster_negative
3b8c1c8c-2179-4cc7-887d-2b4cc9a1f7fb	6536973604f263f3c70495bf	2023-12-10T12:07:43Z	2023-12-10T12:14:07Z	4dd43f15-c743-4aaa-9a03-982515c7b043	deserts	-2	Wüsten breiten sich aus und zerstören Lebensraum.	2023-12-10T12:14:07Z	419	267	FALSE	1	1	1	TRUE	destruction of the environment_negative
3b8c1c8c-2179-4cc7-887d-2b4cc9a1f7fb	6536973604f263f3c70495bf	2023-12-10T12:07:43Z	2023-12-10T12:14:45Z	8b2248d1-91c6-41f3-8913-948261d399b2	biodiversity	-2		2023-12-10T12:14:45Z	132	420	FALSE	1	1	1	TRUE	destruction of the environment_negative
3b8c1c8c-2179-4cc7-887d-2b4cc9a1f7fb	6536973604f263f3c70495bf	2023-12-10T12:07:43Z	2023-12-10T12:14:55Z	dc301e86-fc07-4032-9e16-669fa88f857a	insect extinction	-3		2023-12-10T12:14:55Z	207	553	FALSE	1	1	1	TRUE	destruction of the environment_negative
3b8c1c8c-2179-4cc7-887d-2b4cc9a1f7fb	6536973604f263f3c70495bf	2023-12-10T12:07:43Z	2023-12-10T12:19:37Z	42109dc6-ae94-46e5-8e94-782595a77ac3	war	-3		2023-12-10T12:19:37Z	860	235	FALSE	1	1	1	TRUE	social consequences_negative
3b8c1c8c-2179-4cc7-887d-2b4cc9a1f7fb	6536973604f263f3c70495bf	2023-12-10T12:07:43Z	2023-12-10T12:20:17Z	e72eb77f-aafe-4c56-8a88-11118cd0fc0c	conspiracy theories	-1	Anzahl der Verschwörungen nimmt zu, da Menschen lieber leichte Erklärungen bevorzugen für schwierige Sachverhalte.	2023-12-10T12:20:17Z	1083	386	FALSE	1	1	1	TRUE	conspiracy mention_negative
3b8c1c8c-2179-4cc7-887d-2b4cc9a1f7fb	6536973604f263f3c70495bf	2023-12-10T12:07:43Z	2023-12-10T12:23:49Z	82c6836f-8d85-44a3-b15c-166ad5c7b691	social development	3		2023-12-10T12:23:49Z	1196	238	FALSE	1	1	1	TRUE	social consequences_positive
3b8c1c8c-2179-4cc7-887d-2b4cc9a1f7fb	6536973604f263f3c70495bf	2023-12-10T12:07:43Z	2023-12-10T12:24:42Z	030db7ac-4570-4d2f-8b4c-96d43cc5f4f1	food 	3		2023-12-10T12:24:42Z	442	69	FALSE	1	1	1	TRUE	health and food_positive
3b8c1c8c-2179-4cc7-887d-2b4cc9a1f7fb	6536973604f263f3c70495bf	2023-12-10T12:07:43Z	2023-12-10T12:27:50Z	f6bb723b-8667-4f5e-b99e-57554e86e70d	democracy	3		2023-12-10T12:27:50Z	1063	115	FALSE	1	1	1	TRUE	politics_positive
c2aedf55-1eb2-46ef-98eb-02f9b3e3cd44	6516d540a78298897619e273	2023-12-10T12:01:04Z	2023-12-10T12:01:05Z	c0818c00-4cd8-462e-a20e-bde17a70eab2	climate change	10	Die Folge des KW sind größtenteils schlecht, er zeiht jedoch auch neue Innovationen nach sich.	2023-12-10T12:01:05Z	650	400	TRUE	0	0	0	TRUE	Climate Change_ambivalent
c2aedf55-1eb2-46ef-98eb-02f9b3e3cd44	6516d540a78298897619e273	2023-12-10T12:01:04Z	2023-12-10T12:02:25Z	7dd4f845-a673-4a05-9661-866dec5973e1	consequences of climate change	-3		2023-12-10T12:02:25Z	780	271	FALSE	1	1	1	TRUE	negative consequences_negative
c2aedf55-1eb2-46ef-98eb-02f9b3e3cd44	6516d540a78298897619e273	2023-12-10T12:01:04Z	2023-12-10T12:03:05Z	7f37d106-664c-4b38-91b5-07fa59abd4c4	forest fire	-3		2023-12-10T12:03:05Z	965	96	FALSE	1	1	1	TRUE	natural disaster_negative
c2aedf55-1eb2-46ef-98eb-02f9b3e3cd44	6516d540a78298897619e273	2023-12-10T12:01:04Z	2023-12-10T12:03:17Z	684a177c-b8cc-4a84-8497-d3f6bdf227ab	flood	-3		2023-12-10T12:03:17Z	934	202	FALSE	1	1	1	TRUE	natural disaster_negative
c2aedf55-1eb2-46ef-98eb-02f9b3e3cd44	6516d540a78298897619e273	2023-12-10T12:01:04Z	2023-12-10T12:03:26Z	ed58812c-8c94-47f5-aebd-fe2e0bf6711a	environmental disasters	-3		2023-12-10T12:03:26Z	703	87	FALSE	1	1	1	TRUE	natural disaster_negative
c2aedf55-1eb2-46ef-98eb-02f9b3e3cd44	6516d540a78298897619e273	2023-12-10T12:01:04Z	2023-12-10T12:04:05Z	0d1d9fc0-6043-47fd-8ec4-fd253f7b6e8c	innovative techniques	2		2023-12-10T12:04:05Z	446	403	FALSE	1	1	1	TRUE	green technologies_positive
c2aedf55-1eb2-46ef-98eb-02f9b3e3cd44	6516d540a78298897619e273	2023-12-10T12:01:04Z	2023-12-10T12:04:24Z	b3eefcfb-5767-4d2f-82a4-3fa319b491e7	new fuels	2	E-Autos/Wasserstoff	2023-12-10T12:04:24Z	390	272	FALSE	1	1	1	TRUE	green technologies_positive
c2aedf55-1eb2-46ef-98eb-02f9b3e3cd44	6516d540a78298897619e273	2023-12-10T12:01:04Z	2023-12-10T12:04:54Z	ba7b0324-9e12-42aa-8716-aaa640d0af2f	new energy generation	2		2023-12-10T12:04:54Z	236	414	FALSE	1	1	1	TRUE	green technologies_positive
c2aedf55-1eb2-46ef-98eb-02f9b3e3cd44	6516d540a78298897619e273	2023-12-10T12:01:04Z	2023-12-10T12:05:17Z	6b926812-0511-4a25-8c69-9c7830b5fffa	environmental awareness	3		2023-12-10T12:05:17Z	474	563	FALSE	1	1	1	TRUE	environmental consciousness_positive
c2aedf55-1eb2-46ef-98eb-02f9b3e3cd44	6516d540a78298897619e273	2023-12-10T12:01:04Z	2023-12-10T12:05:35Z	254688a7-deb3-4b1e-8796-90b84e6853e6	economic growth	10		2023-12-10T12:05:35Z	926	465	FALSE	1	1	1	TRUE	economy_ambivalent
c2aedf55-1eb2-46ef-98eb-02f9b3e3cd44	6516d540a78298897619e273	2023-12-10T12:01:04Z	2023-12-10T12:06:00Z	243aaffe-9e67-4762-ba9c-2929914e5c2b	regulations for climate protection	10		2023-12-10T12:06:00Z	1079	313	FALSE	1	1	1	TRUE	political measures against climate change_ambivalent
c2aedf55-1eb2-46ef-98eb-02f9b3e3cd44	6516d540a78298897619e273	2023-12-10T12:01:04Z	2023-12-10T12:06:46Z	d2105b48-72c8-41a5-bf93-3ece7603e876	species extinction	-3		2023-12-10T12:06:46Z	724	594	FALSE	1	1	1	TRUE	destruction of the environment_negative
c2aedf55-1eb2-46ef-98eb-02f9b3e3cd44	6516d540a78298897619e273	2023-12-10T12:01:04Z	2023-12-10T12:07:19Z	2942e9c6-e00e-4771-8b75-b58d39eea405	insect extinction	-3		2023-12-10T12:07:19Z	878	672	FALSE	1	1	1	TRUE	destruction of the environment_negative
c2aedf55-1eb2-46ef-98eb-02f9b3e3cd44	6516d540a78298897619e273	2023-12-10T12:01:04Z	2023-12-10T12:07:37Z	eef00785-ee5a-45a8-8f3f-c908d109c73c	end of the world	-3	Auf das Insektensterben folgt unweigerlich eine Kettenreaktion die in einem Massensterben endet, lassen wir es weit genug kommen	2023-12-10T12:07:37Z	1034	586	FALSE	1	1	1	TRUE	danger to humanity_negative
c2aedf55-1eb2-46ef-98eb-02f9b3e3cd44	6516d540a78298897619e273	2023-12-10T12:01:04Z	2023-12-10T12:09:02Z	85ab2c68-5a6c-4805-9e31-0dc7ddd1b0d3	human destruction of the world	-3		2023-12-10T12:09:02Z	263	620	FALSE	1	1	1	TRUE	man made_negative
b551fbc5-44e9-4ebe-8c15-715854c4f414	653adf50c2b4d95715fa0383	2023-12-10T12:15:59Z	2023-12-10T12:16:00Z	10f014a0-42df-49a1-aa55-b9b2c7937f9a	climate change	0		2023-12-10T12:16:00Z	650	400	TRUE	0	0	0	TRUE	Climate Change_neutral
b551fbc5-44e9-4ebe-8c15-715854c4f414	653adf50c2b4d95715fa0383	2023-12-10T12:15:59Z	2023-12-10T12:16:40Z	b47b17b1-3fbe-44f9-8049-315dc9d9ef8d	decline in plant diversity	-3		2023-12-10T12:16:40Z	824.4	281.6	FALSE	1	1	1	TRUE	destruction of the environment_negative
b551fbc5-44e9-4ebe-8c15-715854c4f414	653adf50c2b4d95715fa0383	2023-12-10T12:15:59Z	2023-12-10T12:20:26Z	4000ca92-22f3-4ebd-864b-5cc1247dd583	decline in animal diversity	-3		2023-12-10T12:20:26Z	844.4	398.6	FALSE	1	1	1	TRUE	destruction of the environment_negative
b551fbc5-44e9-4ebe-8c15-715854c4f414	653adf50c2b4d95715fa0383	2023-12-10T12:15:59Z	2023-12-10T12:21:04Z	f4c7f6de-8ad0-476f-8fb5-07dc7f6d08a3	more summer season	2		2023-12-10T12:21:04Z	699.4	533.6	FALSE	1	1	1	TRUE	global warming_positive
b551fbc5-44e9-4ebe-8c15-715854c4f414	653adf50c2b4d95715fa0383	2023-12-10T12:15:59Z	2023-12-10T12:21:45Z	b74bd684-a797-4799-87aa-727db7996193	less heating	2		2023-12-10T12:21:45Z	552.4	529.6	FALSE	1	1	1	TRUE	positive consequences_positive
b551fbc5-44e9-4ebe-8c15-715854c4f414	653adf50c2b4d95715fa0383	2023-12-10T12:15:59Z	2023-12-10T12:22:36Z	f946ceb1-34e7-4dbd-93b9-cdd8e95a9073	life of winter animals	-2		2023-12-10T12:22:36Z	1005.4	419.6	FALSE	1	1	1	TRUE	healthy environment_negative
b551fbc5-44e9-4ebe-8c15-715854c4f414	653adf50c2b4d95715fa0383	2023-12-10T12:15:59Z	2023-12-10T12:23:56Z	1f981ade-3678-484c-8771-40a67c096c7f	energy supply	10		2023-12-10T12:23:56Z	480.4	266.6	FALSE	1	1	1	TRUE	green technologies_ambivalent
